Organization,Program,2017-18 - Expenditures,2018-19 - Expenditures,2019-20 - Expenditures,2020-21 - Expenditures,2021-22 - Expenditures,2023-24 - Planned Spending,2024-25 - Planned Spending,2025-26 - Planned Spending
Shared Services Canada,Infrastructure Security,0,107124367.9,107695505.14,0,0,0,0,0
Shared Services Canada,Cyber Security Strategic Planning,0,14947809.3,3958437.2,0,0,0,0,0
Shared Services Canada,Security Management and Governance,0,10522582.66,12259039.28,0,0,0,0,0
Shared Services Canada,Security,0,0,0,227592081.31,0,0,0,0
Shared Services Canada,Strategic Direction,0,47775230.43,90925518.48,0,0,0,0,0
Shared Services Canada,Service Management,0,78604285.75,82017691.36,0,0,0,0,0
Shared Services Canada,Customer Relationships,0,66488279.36,60983213.52,0,0,0,0,0
Shared Services Canada,Enterprise Services Design and Delivery,0,0,0,317763138.01,0,0,0,0
Shared Services Canada,Workplace Technologies,0,0,0,0,173191164.47,182173660,176716998,176604135
Shared Services Canada,Cloud,0,0,0,0,11570786.54,12295327,12331653,12328985
Shared Services Canada,Data Centre Information Technology Operations,0,0,0,0,528334019.61,675137029,630747014,593192773
Shared Services Canada,Telecommunications,0,0,0,0,269491147.96,352837103,344979225,333641725
Shared Services Canada,Networks,0,0,0,0,376604280.73,419800621,388143816,340229857
Shared Services Canada,Security,0,0,0,0,191167774.51,372635853,279311157,278484617
Shared Services Canada,Enterprise Services Design and Delivery,0,0,0,0,305252104.63,313176527,212260265,211908220
Shared Services Canada,Internal Services,177729226.46,0,0,0,0,0,0,0
Shared Services Canada,Management and Oversight Services,0,26522336.17,39531065.2,52289774.32,40703642.48,53004572,49449665,49053857
Shared Services Canada,Communications Services,0,11337927.21,10234239.45,11313972.7,10818629.44,12199402,12040826,12040826
Shared Services Canada,Legal Services,0,1079489.53,975170,0,0,0,0,0
Shared Services Canada,Human Resources Management Services,0,28635771.14,38795120,45401644.05,49414219.55,50343222,49828743,49828743
Shared Services Canada,Financial Management Services,0,44318713.31,48158886.32,60710964.53,69108973.41,41752069,39882079,39478700
Shared Services Canada,Information Management Services,0,9644936.62,13120160.33,14022068.81,14669828.58,12289807,12232470,12232470
Shared Services Canada,Information Technology Services,0,39924181.41,39676613.81,67226148.94,71680272.45,51772812,50645879,50470879
Shared Services Canada,Real Property Management Services,0,25719362.62,32885964.35,29122513.54,27902946.77,16865305,15486006,15477284
Shared Services Canada,Materiel Management Services,0,3114315.43,1359800.87,2284812.71,2939225.64,3802264,3778426,3778426
Shared Services Canada,Acquisition Management Services,0,16873990.23,19758889.85,18918317.95,19305162.91,21883850,21504285,21454285
National Security and Intelligence Review Agency Secretariat,Investigations,1244252.02,0,0,0,0,0,0,0
National Security and Intelligence Review Agency Secretariat,Reviews,1649945.56,0,0,0,0,0,0,0
National Security and Intelligence Review Agency Secretariat,Review of Canadian Security Intelligence Service operations,0,2648567.48,470747.31,0,0,0,0,0
National Security and Intelligence Review Agency Secretariat,Investigation of complaints against the Canadian Security Intelligence Service,0,0,344126.89,0,0,0,0,0
National Security and Intelligence Review Agency Secretariat,National security and intelligence activity reviews and complaints investigations,0,0,3009066.02,5607795.51,7394641.6,10807324,10807324,10806388
National Security and Intelligence Review Agency Secretariat,Internal Services,3279994.47,0,0,0,0,0,0,0
National Security and Intelligence Review Agency Secretariat,Internal Services,0,2343985.71,3097115.68,6643579.66,9895112.08,12201901,7701607,7737518
Social Sciences and Humanities Research Council of Canada,Insight - New Knowledge in the Social Sciences and Humanities,186101139.98,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,"Talent - Attraction, Retention and Development of Students and Researchers in the Social Sciences and Humanities",172908061.47,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Indirect Costs of Research,368706689.66,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Canada First Research Excellence Fund,13586066.76,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Connection - Mobilization of Social Sciences and Humanities Knowledge,29907524.24,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Insight Research,0,223595066.72,235767187.18,247024115.98,244844094.1,272967973,279559192,277285654
Social Sciences and Humanities Research Council of Canada,Research Training and Talent Development,0,118920710.16,130523397.99,146554180.88,137431638.54,134854979,129156299,128810954
Social Sciences and Humanities Research Council of Canada,Research Partnerships,0,94941297.4,92979866.13,111840051.92,109499310.02,110140685,92577961,93277244
Social Sciences and Humanities Research Council of Canada,New Frontiers in Research Fund,0,20324657.58,54800601.79,44361718.32,75894111.77,127213274,127190338,127110299
Social Sciences and Humanities Research Council of Canada,Canada Research Continuity Emergency Fund,0,0,0,434458507,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Canada Biomedical Research Fund,0,0,0,0,810842.12,39311489,75295658,75256830
Social Sciences and Humanities Research Council of Canada,Research Support Fund,0,397648742.21,407067650.63,414635293.55,429418014.13,453218878,453210097,453192400
Social Sciences and Humanities Research Council of Canada,Internal Services,12769846.14,0,0,0,0,0,0,0
Social Sciences and Humanities Research Council of Canada,Management and Oversight Services,0,5029640.5,5764231.13,5712443.26,5014821.28,5618987,5782507,5503812
Social Sciences and Humanities Research Council of Canada,Communications Services,0,1885503.38,1897141.67,2032356.6,1627892.38,1649147,1594754,1594237
Social Sciences and Humanities Research Council of Canada,Legal Services,0,70271.34,170128.47,479997.43,63097.82,0,0,0
Social Sciences and Humanities Research Council of Canada,Human Resources Management Services,0,1501873.43,1469825.68,1675586.29,1958347.06,2102741,2066754,2008104
Social Sciences and Humanities Research Council of Canada,Financial Management Services,0,1581537.42,1396734.63,1539533.39,1524461.32,2556532,2513085,2442279
Social Sciences and Humanities Research Council of Canada,Information Management Services,0,527988.23,537443.87,591695.85,840141.19,610046,599908,583387
Social Sciences and Humanities Research Council of Canada,Information Technology Services,0,5594285.13,7171435.1,5715827.03,4872834.35,3614401,3555591,3459748
Social Sciences and Humanities Research Council of Canada,Real Property Management Services,0,514686.08,505956.05,2049796.81,2277935.94,1215810,1195532,1162482
Social Sciences and Humanities Research Council of Canada,Materiel Management Services,0,741596.13,445623.8,230015.86,89596.93,14195,13951,13551
Social Sciences and Humanities Research Council of Canada,Acquisition Management Services,0,251972.69,260063.87,217487.66,223499.12,241151,237042,230345
Women and Gender Equality Canada,Expertise and Outreach,0,21643323.78,0,0,0,0,0,0
Women and Gender Equality Canada,Community Action and Innovation,0,36899135.66,0,0,0,0,0,0
Women and Gender Equality Canada,Expertise and Outreach,0,0,22445254.73,21759932.55,20514403.67,19914798,18504495,18338459
Women and Gender Equality Canada,Community Action and Innovation,0,0,76815223.36,179127431.95,190018922.38,248097656,253988880,253822008
Women and Gender Equality Canada,"Strategic Advice, Expertise and Promotion of Gender Equality",6823304.84,0,0,0,0,0,0,0
Women and Gender Equality Canada,Advancing Equality for Women,26764597.01,0,0,0,0,0,0,0
Women and Gender Equality Canada,Internal Services,9716331.45,0,0,0,0,0,0,0
Women and Gender Equality Canada,Internal Services,0,13603906.78,15286031.4,18576021.31,20120545.98,22936059,21311802,21120576
Treasury Board of Canada Secretariat,Oversight and Treasury Board Support,27016286.11,26675071.05,23473145.63,23337025.49,23476200.86,24803324,24803303,24803303
Treasury Board of Canada Secretariat,"Expenditure Data, Analysis, Results, and Reviews",11433916.37,9923250.76,17091958.13,16521637.34,16718557.29,5189472173,5139832688,5126464118
Treasury Board of Canada Secretariat,Results and Performance Reporting Policies and Initiatives,3604861.35,5548656.48,0,0,0,0,0,0
Treasury Board of Canada Secretariat,Government-Wide Funds,0,0,0,0,0,0,0,0
Treasury Board of Canada Secretariat,Financial Management Policies and Initiatives,59386310.67,52336703.36,16353481.28,17734343.93,17699015.38,0,0,0
Treasury Board of Canada Secretariat,Digital Policy,20226530.68,22544079.56,21578762.84,19886899.88,19250750.06,0,0,0
Treasury Board of Canada Secretariat,"Digital Strategy, Planning, and Oversight",21808225.82,28727632.76,24949673.24,18095037.68,17796394.48,0,0,0
Treasury Board of Canada Secretariat,Management Accountability Framework,2401337.72,2630861.34,2413075.02,1059158.37,1438203.33,0,0,0
Treasury Board of Canada Secretariat,Acquired Services and Assets Policies and Initiatives,0,0,11226290.16,9239699.59,8969520.04,0,0,0
Treasury Board of Canada Secretariat,Digital Comptrollership Program,0,0,18226385.25,23891362.79,16287756.59,0,0,0
Treasury Board of Canada Secretariat,Internal Audit Policies and Initiatives,0,0,6545742.05,6696286.79,6811111.78,0,0,0
Treasury Board of Canada Secretariat,Communications and Federal Identity Policies and Initiatives,0,0,3297391.38,2907501.74,2245772.46,935257,935256,935256
Treasury Board of Canada Secretariat,Canadian Digital Service,0,0,9596893.04,12939837.44,15887561.12,19533539,19533537,19533537
Treasury Board of Canada Secretariat,Greening Government Operations,0,0,2061197.02,1520857.69,1864695.88,0,0,0
Treasury Board of Canada Secretariat,Public Service Accessibility,0,0,2781092,2684812.54,3599818.28,4893272,0,0
Treasury Board of Canada Secretariat,Comptrollership Program,0,0,0,0,0,65313820,87141774,84533041
Treasury Board of Canada Secretariat,Digital Government Program,0,0,0,0,0,39788388,37341708,36662876
Treasury Board of Canada Secretariat,Employee Relations and Total Compensation,21072625.03,20178228.01,22224940.72,23998292.56,26600852.9,0,0,0
Treasury Board of Canada Secretariat,Pension and Benefits Management,9324310.12,8050944.34,8899527.63,9346246.56,8911202.44,0,0,0
Treasury Board of Canada Secretariat,Workplace Policies and Services,32111385.32,40770818.85,19811659.08,14334094.3,14733573.66,0,0,0
Treasury Board of Canada Secretariat,Public Service Employer Payments,3505929059.68,5846647079.28,2633550367.54,2886120515.11,10725403559.42,3406569231,3578430981,3580519756
Treasury Board of Canada Secretariat,Executive and Leadership Development,0,0,10194121.07,9581182.76,9766219.44,0,0,0
Treasury Board of Canada Secretariat,People Management Systems and Processes,0,0,17648059.8,18528182.66,16202435.68,0,0,0
Treasury Board of Canada Secretariat,"Research, Planning and Renewal",0,0,0,8048679.12,8084550.03,0,0,0
Treasury Board of Canada Secretariat,Employer Program,0,0,0,0,0,73866863,73030161,60940512
Treasury Board of Canada Secretariat,"Regulatory Policy, Oversight, and Cooperation",4070007.67,3456936.61,9293307.21,10022274.05,10218687.1,12551889,12562280,10049956
Treasury Board of Canada Secretariat,Regulatory Cooperation,1913543.77,4269040.82,0,0,0,0,0,0
Treasury Board of Canada Secretariat,Management and Oversight Services,16786456.31,17029399.31,18001767,19714073.98,19490071.68,21803569,21842841,22032637
Treasury Board of Canada Secretariat,Communications Services,9969137.11,9846074.36,10223312.1,12434576.77,11406975.35,10938096,10696213,10547598
Treasury Board of Canada Secretariat,Legal Services,7105785.36,6334664.33,6694370.16,6802893.28,8948496.61,12015251,12320408,11973706
Treasury Board of Canada Secretariat,Human Resources Management Services,11864393.87,10326928.55,12499685.61,12363173.17,12253110.68,12368128,12107455,11964784
Treasury Board of Canada Secretariat,Financial Management Services,8001015.38,8371018.4,8850190.44,8751802.76,10690253.94,9449883,9862408,9863919
Treasury Board of Canada Secretariat,Information Management Services,2429812.82,2267126.75,2040671.18,2246910.61,2205025.53,7349527,4640958,3927586
Treasury Board of Canada Secretariat,Information Technology Services,19752302.14,21569949.03,28629512.85,26691312.07,25720029.02,14149379,14809818,14813039
Treasury Board of Canada Secretariat,Real Property Management Services,7935852.86,5745152.51,3753841.7,3025946.17,3050728.57,2631219,2629941,2629941
Treasury Board of Canada Secretariat,Materiel Management Services,1513578.32,1339711.89,897898.08,923968.09,781075.8,1262818,1752460,1754589
Treasury Board of Canada Secretariat,Acquisition Management Services,1245268.71,1268116.7,1498749.08,1331150.44,1418100.13,1167371,1351690,1351849
Transport Canada,Transportation Marketplace Frameworks,33714172.16,0,0,0,0,0,0,0
Transport Canada,Gateways and Corridors,61610389.68,0,0,0,0,0,0,0
Transport Canada,Transportation Infrastructure,359993961.94,0,0,0,0,0,0,0
Transport Canada,Clean Air from Transportation,26907362.37,0,0,0,0,0,0,0
Transport Canada,Clean Water from Transportation,31289758.69,0,0,0,0,0,0,0
Transport Canada,Environmental Stewardship of Transportation,55138802.56,0,0,0,0,0,0,0
Transport Canada,Aviation Safety,186945339.31,0,0,0,0,0,0,0
Transport Canada,Marine Safety,77942004.54,0,0,0,0,0,0,0
Transport Canada,Rail Safety,46185095.72,0,0,0,0,0,0,0
Transport Canada,Motor Vehicle Safety,26958491,0,0,0,0,0,0,0
Transport Canada,Transportation of Dangerous Goods,36557117.7,0,0,0,0,0,0,0
Transport Canada,Aviation Security,26938291.22,0,0,0,0,0,0,0
Transport Canada,Marine Security,12628531.3,0,0,0,0,0,0,0
Transport Canada,Surface and Intermodal Security,6415018.81,0,0,0,0,0,0,0
Transport Canada,Aviation Safety Regulatory Framework,0,32657038.94,34571810.53,35408235.8,33513871.79,25964952,24337014,24288660
Transport Canada,Aviation Safety Oversight,0,76844985.84,70611251.26,67737189.82,118867146.31,109930685,110565628,110272250
Transport Canada,Aviation Safety Certification,0,41006603.8,52449541,55527585.25,0,0,0,0
Transport Canada,Aviation Security Regulatory Framework,0,9174298.71,9572804.11,10537030.62,10612062.84,8116553,7557389,7542922
Transport Canada,Aviation Security Oversight,0,19951766.23,21567634.41,23355338.05,23211001.57,25148502,24345691,23668820
Transport Canada,Aircraft Services,0,34756830.04,41553031.54,27777547.71,39541922.19,25587427,25851672,25767956
Transport Canada,Marine Safety Regulatory Framework,0,11055016.8,11174492.33,11717417.45,13404734.68,10891177,10899382,10878857
Transport Canada,Marine Safety Oversight,0,22807504.33,21344014.41,21546350.03,46079087.49,44723900,43614893,43501525
Transport Canada,Marine Safety Certification,0,21507579.27,22901546.08,26436712.09,0,0,0,0
Transport Canada,Marine Security Regulatory Framework,0,2094466.77,1245920,1241844.02,1511923.78,1284516,1285512,1283282
Transport Canada,Marine Security Oversight,0,9959435.25,9643029.45,10270729.3,9432522.07,10176047,10181537,10164615
Transport Canada,Navigation Protection Program,0,8919968.63,9749937.95,12329108.7,0,0,0,0
Transport Canada,Rail Safety Regulatory Framework,0,2892802.36,2527519.05,2981328.18,2883881.37,2124199,2308451,2270059
